,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistId,collectionArtistName
22,track,song,1062085272,1445140820,1445141168,Alan Walker,Different World,Alone,Different World,Alone,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/alone/1445140820?i=1445141168&uo=4,https://music.apple.com/us/album/alone/1445140820?i=1445141168&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/af/13/c2/af13c220-0cc9-5178-5fbf-e24a3b966597/mzaf_7773542269392608800.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2016-12-02T12:00:00Z,notExplicit,notExplicit,1,1,14,12,160427,USA,USD,Dance,TRUE,,
23,track,song,1062085272,1445140820,1445141302,Alan Walker & Sophia Somajo,Different World,Diamond Heart,Different World,Diamond Heart,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/diamond-heart/1445140820?i=1445141302&uo=4,https://music.apple.com/us/album/diamond-heart/1445140820?i=1445141302&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/4f/55/2e/4f552ebc-baf7-5030-0848-ea61d994934d/mzaf_4931330536604954027.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2018-09-28T12:00:00Z,notExplicit,notExplicit,1,1,14,13,240333,USA,USD,Dance,TRUE,,Alan Walker
24,track,song,1062085272,1196294554,1196294706,Alan Walker,Faded - EP,Faded (Restrung),Faded - EP,Faded (Restrung),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/faded-restrung/1196294554?i=1196294706&uo=4,https://music.apple.com/us/album/faded-restrung/1196294554?i=1196294706&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7f/cc/01/7fcc019c-7d6b-9675-7ef9-ec4f913eb438/mzaf_4702128741963699865.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b8/ab/93/b8ab934a-810e-933a-135a-5901bfd94a73/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b8/ab/93/b8ab934a-810e-933a-135a-5901bfd94a73/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b8/ab/93/b8ab934a-810e-933a-135a-5901bfd94a73/source/100x100bb.jpg,3.99,1.29,2016-02-12T08:00:00Z,notExplicit,notExplicit,1,1,4,3,217053,USA,USD,Dance,TRUE,,
25,track,song,1062085272,983205936,983205956,Alan Walker,Force - Single,Force,Force - Single,Force,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/force/983205936?i=983205956&uo=4,https://music.apple.com/us/album/force/983205936?i=983205956&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music1/v4/4d/03/a5/4d03a517-396a-af1b-1815-138416b40f2b/mzaf_8522960861218941434.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/c4/99/d1/c499d1c3-9ce0-c660-12db-2274cd55bb10/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/c4/99/d1/c499d1c3-9ce0-c660-12db-2274cd55bb10/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/c4/99/d1/c499d1c3-9ce0-c660-12db-2274cd55bb10/source/100x100bb.jpg,1.29,1.29,2015-04-02T12:00:00Z,notExplicit,notExplicit,1,1,1,1,240006,USA,USD,Dance,TRUE,,
26,track,song,1062085272,1445140820,1445141015,Alan Walker & Trevor Guthrie,Different World,Do It All for You,Different World,Do It All for You,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/do-it-all-for-you/1445140820?i=1445141015&uo=4,https://music.apple.com/us/album/do-it-all-for-you/1445140820?i=1445141015&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/d4/7a/69/d47a690f-4147-1f69-dc4a-363826479978/mzaf_827226328848415669.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2018-12-14T12:00:00Z,notExplicit,notExplicit,1,1,14,6,174560,USA,USD,Dance,TRUE,,Alan Walker
27,track,song,1062085272,1196294897,1196295329,Alan Walker,Faded (Remixes),Faded,Faded (Remixes),Faded (Tiesto's Northern Lights Remix),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/faded-tiestos-northern-lights-remix/1196294897?i=1196295329&uo=4,https://music.apple.com/us/album/faded-tiestos-northern-lights-remix/1196294897?i=1196295329&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview111/v4/54/a9/02/54a902ec-bad6-8e1c-e6c8-6f68016401f0/mzaf_3574986902134215787.plus.aac.p.m4a,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/90/4f/5e/904f5e93-d205-628b-851a-8489a9c5d1bb/source/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/90/4f/5e/904f5e93-d205-628b-851a-8489a9c5d1bb/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/90/4f/5e/904f5e93-d205-628b-851a-8489a9c5d1bb/source/100x100bb.jpg,6.99,1.29,2016-04-29T07:00:00Z,notExplicit,notExplicit,1,1,8,7,250280,USA,USD,Dance,TRUE,,
28,track,song,1062085272,1445140820,1445140829,Alan Walker,Different World,Intro,Different World,Intro,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/intro/1445140820?i=1445140829&uo=4,https://music.apple.com/us/album/intro/1445140820?i=1445140829&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/29/4f/f9/294ff954-ea80-8695-0223-d47c458de57d/mzaf_7823878321503910646.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2018-12-14T12:00:00Z,notExplicit,notExplicit,1,1,14,1,76120,USA,USD,Dance,TRUE,,
29,track,song,1062085272,1435874642,1435874648,Alan Walker & Sophia Somajo,Diamond Heart - Single,Diamond Heart,Diamond Heart - Single,Diamond Heart,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/diamond-heart/1435874642?i=1435874648&uo=4,https://music.apple.com/us/album/diamond-heart/1435874642?i=1435874648&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/9c/41/ca/9c41ca67-7cf2-8f0a-b3eb-21b71a791985/mzaf_2838926096089647592.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/a4/46/31/a4463121-b7fa-b96d-0e8d-7246f8645b90/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/a4/46/31/a4463121-b7fa-b96d-0e8d-7246f8645b90/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/a4/46/31/a4463121-b7fa-b96d-0e8d-7246f8645b90/source/100x100bb.jpg,1.29,1.29,2018-09-28T12:00:00Z,notExplicit,notExplicit,1,1,1,1,239835,USA,USD,Dance,TRUE,,
30,track,song,1062085272,1258048444,1258048446,Alan Walker & Gavin James,Tired (Kygo Remix) - Single,Tired,Tired (Kygo Remix) - Single,Tired (Kygo Remix),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/tired-kygo-remix/1258048444?i=1258048446&uo=4,https://music.apple.com/us/album/tired-kygo-remix/1258048444?i=1258048446&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/0b/c0/2b/0bc02b73-bdeb-2ea1-0118-583f8ddb8934/mzaf_6932686267508718648.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/28/17/88/28178822-0d18-bf06-55e4-27fdee4bfc36/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/28/17/88/28178822-0d18-bf06-55e4-27fdee4bfc36/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/28/17/88/28178822-0d18-bf06-55e4-27fdee4bfc36/source/100x100bb.jpg,1.29,1.29,2017-07-14T12:00:00Z,notExplicit,notExplicit,1,1,1,1,240000,USA,USD,Dance,TRUE,,
31,track,song,1062085272,1196294554,1196294825,Alan Walker,Faded - EP,Faded,Faded - EP,Faded (Piano Version),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/faded-piano-version/1196294554?i=1196294825&uo=4,https://music.apple.com/us/album/faded-piano-version/1196294554?i=1196294825&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/f9/a9/be/f9a9beb8-4357-d74c-56eb-88d79f105fdc/mzaf_6768848421253147873.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b8/ab/93/b8ab934a-810e-933a-135a-5901bfd94a73/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b8/ab/93/b8ab934a-810e-933a-135a-5901bfd94a73/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b8/ab/93/b8ab934a-810e-933a-135a-5901bfd94a73/source/100x100bb.jpg,3.99,1.29,2015-12-03T12:00:00Z,notExplicit,notExplicit,1,1,4,4,215080,USA,USD,Dance,TRUE,,
32,track,song,1062085272,1445140820,1445141314,Alan Walker,Different World,Faded (Interlude),Different World,Faded (Interlude),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/faded-interlude/1445140820?i=1445141314&uo=4,https://music.apple.com/us/album/faded-interlude/1445140820?i=1445141314&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/e6/06/a9/e606a947-c462-6bb3-135d-ee9941311d87/mzaf_601854209003278391.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2018-12-14T12:00:00Z,notExplicit,notExplicit,1,1,14,14,41867,USA,USD,Dance,TRUE,,
33,track,song,1062085272,1445140820,1445141158,Alan Walker,Different World,Sing Me to Sleep,Different World,Sing Me to Sleep,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/sing-me-to-sleep/1445140820?i=1445141158&uo=4,https://music.apple.com/us/album/sing-me-to-sleep/1445140820?i=1445141158&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/d3/11/aa/d311aa7c-dec1-4a76-b80e-4c88b6005a12/mzaf_6303810428335387243.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2016-06-02T12:00:00Z,notExplicit,notExplicit,1,1,14,9,187800,USA,USD,Dance,TRUE,,
34,track,song,1062085272,1445140820,1445141151,Alan Walker,Different World,Interlude,Different World,Interlude,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/interlude/1445140820?i=1445141151&uo=4,https://music.apple.com/us/album/interlude/1445140820?i=1445141151&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/3f/c9/da/3fc9dacd-c1c7-6820-1060-d868d38fb393/mzaf_1983109051897788335.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/b9/34/70b93425-ced4-a05b-28a0-9c860d66cf18/source/100x100bb.jpg,9.99,1.29,2018-12-14T12:00:00Z,notExplicit,notExplicit,1,1,14,8,79107,USA,USD,Dance,TRUE,,
35,track,song,271066694,1452918048,1452918049,Steve Aoki & Alan Walker,Are You Lonely (feat. ISÁK) - Single,Are You Lonely (feat. ISÁK),Are You Lonely (feat. ISÁK) - Single,Are You Lonely (feat. ISÁK),https://music.apple.com/us/artist/steve-aoki/271066694?uo=4,https://music.apple.com/us/album/are-you-lonely-feat-is%C3%A1k/1452918048?i=1452918049&uo=4,https://music.apple.com/us/album/are-you-lonely-feat-is%C3%A1k/1452918048?i=1452918049&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview114/v4/b4/e1/d4/b4e1d400-fb04-bb3c-9fe8-1a25776bbe22/mzaf_34980459517806280.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/a5/29/51/a52951d0-027e-3447-e643-531d9173f64a/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/a5/29/51/a52951d0-027e-3447-e643-531d9173f64a/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/a5/29/51/a52951d0-027e-3447-e643-531d9173f64a/source/100x100bb.jpg,1.29,1.29,2019-02-22T12:00:00Z,notExplicit,notExplicit,1,1,1,1,157333,USA,USD,Dance,TRUE,,
36,track,song,519186020,1477094885,1477094887,"K-391, Alan Walker & Tungevaag",Play (feat. Mangoo) - Single,Play (feat. Mangoo),Play (feat. Mangoo) - Single,Play (feat. Mangoo),https://music.apple.com/us/artist/k-391/519186020?uo=4,https://music.apple.com/us/album/play-feat-mangoo/1477094885?i=1477094887&uo=4,https://music.apple.com/us/album/play-feat-mangoo/1477094885?i=1477094887&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/e2/1f/69/e21f698c-c9b1-5144-7967-478f235e6385/mzaf_8743178754600460164.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/07/cc/f5/07ccf579-a5b9-a86d-7e52-26388c691437/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/07/cc/f5/07ccf579-a5b9-a86d-7e52-26388c691437/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/07/cc/f5/07ccf579-a5b9-a86d-7e52-26388c691437/source/100x100bb.jpg,0.99,0.99,2019-08-30T12:00:00Z,notExplicit,notExplicit,1,1,1,1,167977,USA,USD,Dance,TRUE,,
37,track,song,1062085272,1241876698,1241876700,Alan Walker & Alex Skrindo,EDC Las Vegas 2017,Sky,EDC Las Vegas 2017,Sky,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/sky/1241876698?i=1241876700&uo=4,https://music.apple.com/us/album/sky/1241876698?i=1241876700&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/39/f5/2a/39f52a0c-e102-b8ee-178c-b60d337bde27/mzaf_5701698579458734762.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music117/v4/fb/13/fd/fb13fdc0-2449-6a1f-6c2d-145740af013d/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music117/v4/fb/13/fd/fb13fdc0-2449-6a1f-6c2d-145740af013d/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music117/v4/fb/13/fd/fb13fdc0-2449-6a1f-6c2d-145740af013d/source/100x100bb.jpg,-1,0.99,2017-06-09T12:00:00Z,notExplicit,notExplicit,1,1,40,2,203386,USA,USD,Dance,TRUE,581578189,Various Artists
38,track,song,1062085272,1186747570,1186747586,Alan Walker & David Whistle,Routine,Routine,Routine,Routine,https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/routine/1186747570?i=1186747586&uo=4,https://music.apple.com/us/album/routine/1186747570?i=1186747586&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview111/v4/67/9b/97/679b9774-1669-6c2f-86fd-f23eb691360e/mzaf_2675119553316984595.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/78/97/d7/7897d7b3-7fb1-a205-505f-42a8bc4b6301/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/78/97/d7/7897d7b3-7fb1-a205-505f-42a8bc4b6301/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/78/97/d7/7897d7b3-7fb1-a205-505f-42a8bc4b6301/source/100x100bb.jpg,1.49,1.29,2016-11-30T12:00:00Z,notExplicit,notExplicit,1,1,2,1,166973,USA,USD,Dance,TRUE,,
39,track,song,1160086543,1481632805,1481632807,Au/Ra x Alan Walker,DEATH STRANDING: Timefall (Original Music from the World of Death Stranding),Ghost,DEATH STRANDING: Timefall (Original Music from the World of Death Stranding),Ghost,https://music.apple.com/us/artist/au-ra/1160086543?uo=4,https://music.apple.com/us/album/ghost/1481632805?i=1481632807&uo=4,https://music.apple.com/us/album/ghost/1481632805?i=1481632807&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/fd/45/75/fd4575e7-e623-7a6c-e4f3-9412e1280f5a/mzaf_12974834430551328500.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/a4/1c/d0/a41cd0a5-4f48-676e-30eb-c9bd747ff260/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/a4/1c/d0/a41cd0a5-4f48-676e-30eb-c9bd747ff260/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/a4/1c/d0/a41cd0a5-4f48-676e-30eb-c9bd747ff260/source/100x100bb.jpg,7.99,1.29,2019-11-07T12:00:00Z,notExplicit,notExplicit,1,1,8,2,178682,USA,USD,Alternative,TRUE,80204262,Various Artists
40,track,song,519186020,1500237173,1500237181,"K-391, Alan Walker & Ahrix",End of Time - Single,End of Time,End of Time - Single,End of Time,https://music.apple.com/us/artist/k-391/519186020?uo=4,https://music.apple.com/us/album/end-of-time/1500237173?i=1500237181&uo=4,https://music.apple.com/us/album/end-of-time/1500237173?i=1500237181&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/f0/46/d0/f046d0b0-a488-435b-7da0-dc17dd9de3ca/mzaf_4911383917879247226.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/7f/e6/c9/7fe6c9dc-9924-4dbf-5e93-e288f7db23ee/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/7f/e6/c9/7fe6c9dc-9924-4dbf-5e93-e288f7db23ee/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/7f/e6/c9/7fe6c9dc-9924-4dbf-5e93-e288f7db23ee/source/100x100bb.jpg,0.99,0.99,2020-03-06T12:00:00Z,notExplicit,notExplicit,1,1,1,1,187560,USA,USD,Pop,TRUE,,
41,track,song,1062085272,1196295014,1196295473,Alan Walker,Sing Me to Sleep - Single,Sing Me to Sleep,Sing Me to Sleep - Single,Sing Me to Sleep (Marshmello Remix),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/sing-me-to-sleep-marshmello-remix/1196295014?i=1196295473&uo=4,https://music.apple.com/us/album/sing-me-to-sleep-marshmello-remix/1196295014?i=1196295473&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview111/v4/9e/f0/60/9ef0607e-168b-981f-294a-ae3ebc995b9f/mzaf_5523690218456848716.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/e2/8e/4f/e28e4f87-e110-d59b-7dca-170a32624063/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/e2/8e/4f/e28e4f87-e110-d59b-7dca-170a32624063/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/e2/8e/4f/e28e4f87-e110-d59b-7dca-170a32624063/source/100x100bb.jpg,2.99,1.29,2016-08-05T12:00:00Z,notExplicit,notExplicit,1,1,3,3,192480,USA,USD,Dance,TRUE,,
42,track,song,128874816,1468551732,1468551744,"Pedro Capó, Alan Walker & Farruko",Calma (Alan Walker Remix) - Single,Calma,Calma (Alan Walker Remix) - Single,Calma (Alan Walker Remix),https://music.apple.com/us/artist/pedro-cap%C3%B3/128874816?uo=4,https://music.apple.com/us/album/calma-alan-walker-remix/1468551732?i=1468551744&uo=4,https://music.apple.com/us/album/calma-alan-walker-remix/1468551732?i=1468551744&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/de/1c/0f/de1c0f5b-cf62-87b2-e9df-8214a5ef887c/mzaf_10306894051115171257.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/d4/1c/d7/d41cd7ff-0d15-b820-934a-65792cd8928e/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/d4/1c/d7/d41cd7ff-0d15-b820-934a-65792cd8928e/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/d4/1c/d7/d41cd7ff-0d15-b820-934a-65792cd8928e/source/100x100bb.jpg,1.29,1.29,2019-06-21T12:00:00Z,notExplicit,notExplicit,1,1,1,1,193973,USA,USD,Pop Latino,TRUE,,
43,track,song,1062085272,1196294897,1196295288,Alan Walker,Faded (Remixes),Faded,Faded (Remixes),Faded (Dash Berlin Remix),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/faded-dash-berlin-remix/1196294897?i=1196295288&uo=4,https://music.apple.com/us/album/faded-dash-berlin-remix/1196294897?i=1196295288&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/fd/d9/7c/fdd97cf9-eca5-8e78-9cc6-da39661a624f/mzaf_174315506357053558.plus.aac.p.m4a,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/90/4f/5e/904f5e93-d205-628b-851a-8489a9c5d1bb/source/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/90/4f/5e/904f5e93-d205-628b-851a-8489a9c5d1bb/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/90/4f/5e/904f5e93-d205-628b-851a-8489a9c5d1bb/source/100x100bb.jpg,6.99,1.29,2016-04-29T07:00:00Z,notExplicit,notExplicit,1,1,8,4,215413,USA,USD,Dance,TRUE,,
44,track,song,1062085272,1222595851,1222595981,Alan Walker,Ignite (feat. K-391) [Instrumental] - Single,Ignite (feat. K-391),Ignite (feat. K-391) [Instrumental] - Single,Ignite (feat. K-391) [Instrumental],https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/ignite-feat-k-391-instrumental/1222595851?i=1222595981&uo=4,https://music.apple.com/us/album/ignite-feat-k-391-instrumental/1222595851?i=1222595981&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview111/v4/4d/17/b8/4d17b8f8-fb23-91c2-b044-b80a360c686b/mzaf_1833129669828048376.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music111/v4/be/a4/ea/bea4ea56-1e6a-5e18-72b5-013a79ae02a4/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music111/v4/be/a4/ea/bea4ea56-1e6a-5e18-72b5-013a79ae02a4/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music111/v4/be/a4/ea/bea4ea56-1e6a-5e18-72b5-013a79ae02a4/source/100x100bb.jpg,1.29,1.29,2017-04-07T12:00:00Z,notExplicit,notExplicit,1,1,1,1,210307,USA,USD,Dance,TRUE,,
45,track,song,1062085272,1209063227,1209063399,Alan Walker,Alone (Remixes) - EP,Alone,Alone (Remixes) - EP,Alone (Lost Frequencies Remix),https://music.apple.com/us/artist/alan-walker/1062085272?uo=4,https://music.apple.com/us/album/alone-lost-frequencies-remix/1209063227?i=1209063399&uo=4,https://music.apple.com/us/album/alone-lost-frequencies-remix/1209063227?i=1209063399&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/3a/40/cf/3a40cf90-68ce-e70f-b079-dfd1c7ea3e67/mzaf_2947948445279536371.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music111/v4/a4/42/ef/a442eff5-8c80-e4c7-ea5e-97b27527e96a/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music111/v4/a4/42/ef/a442eff5-8c80-e4c7-ea5e-97b27527e96a/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music111/v4/a4/42/ef/a442eff5-8c80-e4c7-ea5e-97b27527e96a/source/100x100bb.jpg,4.99,1.29,2017-03-03T08:00:00Z,notExplicit,notExplicit,1,1,6,1,403987,USA,USD,Dance,TRUE,,
